1,1,1,42,0,2017-02-20 10:03:45,2017-02-20 10:03:45
2,2,1,47,0,2017-02-20 10:03:45,2017-02-20 10:03:45
3,3,1,32,0,2017-02-20 10:03:45,2017-02-20 10:03:45
4,4,1,39,0,2017-02-20 10:03:45,2017-02-20 10:03:45
5,5,1,3,0,2017-02-20 10:03:45,2017-02-20 10:03:45
6,6,1,47,0,2017-02-20 10:03:45,2017-02-20 10:03:45
7,7,1,57,0,2017-02-20 10:03:45,2017-02-20 10:03:45
8,8,1,67,0,2017-02-20 10:03:45,2017-02-20 10:03:45
9,9,1,40,0,2017-02-20 10:03:45,2017-02-20 10:03:45
10,10,1,30,0,2017-02-20 10:03:45,2017-02-20 10:03:45
11,11,1,67,0,2017-02-20 10:03:45,2017-02-20 10:03:45
12,12,1,29,0,2017-02-20 10:03:45,2017-02-20 10:03:45
13,13,1,32,0,2017-02-20 10:03:45,2017-02-20 10:03:45
14,14,1,0,0,2017-02-20 10:03:45,2017-02-20 10:03:45
15,15,1,31,0,2017-02-20 10:03:45,2017-02-20 10:03:45
16,16,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
17,17,1,46,0,2017-02-20 10:03:45,2017-02-20 10:03:45
18,18,1,4,0,2017-02-20 10:03:45,2017-02-20 10:03:45
19,19,1,61,0,2017-02-20 10:03:45,2017-02-20 10:03:45
20,20,1,29,0,2017-02-20 10:03:45,2017-02-20 10:03:45
21,21,1,47,0,2017-02-20 10:03:45,2017-02-20 10:03:45
22,22,1,8,0,2017-02-20 10:03:45,2017-02-20 10:03:45
23,23,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
24,24,1,60,0,2017-02-20 10:03:45,2017-02-20 10:03:45
25,25,1,17,0,2017-02-20 10:03:45,2017-02-20 10:03:45
26,26,1,59,0,2017-02-20 10:03:45,2017-02-20 10:03:45
27,27,1,62,0,2017-02-20 10:03:45,2017-02-20 10:03:45
28,28,1,17,0,2017-02-20 10:03:45,2017-02-20 10:03:45
29,29,1,35,0,2017-02-20 10:03:45,2017-02-20 10:03:45
30,30,1,69,0,2017-02-20 10:03:45,2017-02-20 10:03:45
31,31,1,49,0,2017-02-20 10:03:45,2017-02-20 10:03:45
32,32,1,7,0,2017-02-20 10:03:45,2017-02-20 10:03:45
33,33,1,19,0,2017-02-20 10:03:45,2017-02-20 10:03:45
34,34,1,40,0,2017-02-20 10:03:45,2017-02-20 10:03:45
35,35,1,19,0,2017-02-20 10:03:45,2017-02-20 10:03:45
36,36,1,52,0,2017-02-20 10:03:45,2017-02-20 10:03:45
37,37,1,16,0,2017-02-20 10:03:45,2017-02-20 10:03:45
38,38,1,10,0,2017-02-20 10:03:45,2017-02-20 10:03:45
39,39,1,42,0,2017-02-20 10:03:45,2017-02-20 10:03:45
40,40,1,37,0,2017-02-20 10:03:45,2017-02-20 10:03:45
41,41,1,19,0,2017-02-20 10:03:45,2017-02-20 10:03:45
42,42,1,42,0,2017-02-20 10:03:45,2017-02-20 10:03:45
43,43,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
44,44,1,70,0,2017-02-20 10:03:45,2017-02-20 10:03:45
45,45,1,6,0,2017-02-20 10:03:45,2017-02-20 10:03:45
46,46,1,56,0,2017-02-20 10:03:45,2017-02-20 10:03:45
47,47,1,30,0,2017-02-20 10:03:45,2017-02-20 10:03:45
48,48,1,37,0,2017-02-20 10:03:45,2017-02-20 10:03:45
49,49,1,19,0,2017-02-20 10:03:45,2017-02-20 10:03:45
50,50,1,30,0,2017-02-20 10:03:45,2017-02-20 10:03:45
51,51,1,26,0,2017-02-20 10:03:45,2017-02-20 10:03:45
52,52,1,50,0,2017-02-20 10:03:45,2017-02-20 10:03:45
53,53,1,27,0,2017-02-20 10:03:45,2017-02-20 10:03:45
54,54,1,54,0,2017-02-20 10:03:45,2017-02-20 10:03:45
55,55,1,15,0,2017-02-20 10:03:45,2017-02-20 10:03:45
56,56,1,13,0,2017-02-20 10:03:45,2017-02-20 10:03:45
57,57,1,47,0,2017-02-20 10:03:45,2017-02-20 10:03:45
58,58,1,29,0,2017-02-20 10:03:45,2017-02-20 10:03:45
59,59,1,66,0,2017-02-20 10:03:45,2017-02-20 10:03:45
60,60,1,1,0,2017-02-20 10:03:45,2017-02-20 10:03:45
61,61,1,51,0,2017-02-20 10:03:45,2017-02-20 10:03:45
62,62,1,59,0,2017-02-20 10:03:45,2017-02-20 10:03:45
63,63,1,45,0,2017-02-20 10:03:45,2017-02-20 10:03:45
64,64,1,34,0,2017-02-20 10:03:45,2017-02-20 10:03:45
65,65,1,47,0,2017-02-20 10:03:45,2017-02-20 10:03:45
66,66,1,8,0,2017-02-20 10:03:45,2017-02-20 10:03:45
67,67,1,38,0,2017-02-20 10:03:45,2017-02-20 10:03:45
68,68,1,32,0,2017-02-20 10:03:45,2017-02-20 10:03:45
69,69,1,60,0,2017-02-20 10:03:45,2017-02-20 10:03:45
70,70,1,55,0,2017-02-20 10:03:45,2017-02-20 10:03:45
71,71,1,59,0,2017-02-20 10:03:45,2017-02-20 10:03:45
72,72,1,66,0,2017-02-20 10:03:45,2017-02-20 10:03:45
73,73,1,65,0,2017-02-20 10:03:45,2017-02-20 10:03:45
74,74,1,65,0,2017-02-20 10:03:45,2017-02-20 10:03:45
75,75,1,25,0,2017-02-20 10:03:45,2017-02-20 10:03:45
76,76,1,29,0,2017-02-20 10:03:45,2017-02-20 10:03:45
77,77,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
78,78,1,54,0,2017-02-20 10:03:45,2017-02-20 10:03:45
79,79,1,32,0,2017-02-20 10:03:45,2017-02-20 10:03:45
80,80,1,65,0,2017-02-20 10:03:45,2017-02-20 10:03:45
81,81,1,39,0,2017-02-20 10:03:45,2017-02-20 10:03:45
82,82,1,34,0,2017-02-20 10:03:45,2017-02-20 10:03:45
83,83,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
84,84,1,32,0,2017-02-20 10:03:45,2017-02-20 10:03:45
85,85,1,65,0,2017-02-20 10:03:45,2017-02-20 10:03:45
86,86,1,22,0,2017-02-20 10:03:45,2017-02-20 10:03:45
87,87,1,33,0,2017-02-20 10:03:45,2017-02-20 10:03:45
88,88,1,37,0,2017-02-20 10:03:45,2017-02-20 10:03:45
89,89,1,51,0,2017-02-20 10:03:45,2017-02-20 10:03:45
90,90,1,37,0,2017-02-20 10:03:45,2017-02-20 10:03:45
91,91,1,14,0,2017-02-20 10:03:45,2017-02-20 10:03:45
92,92,1,54,0,2017-02-20 10:03:45,2017-02-20 10:03:45
93,93,1,69,0,2017-02-20 10:03:45,2017-02-20 10:03:45
94,94,1,19,0,2017-02-20 10:03:45,2017-02-20 10:03:45
95,95,1,21,0,2017-02-20 10:03:45,2017-02-20 10:03:45
96,96,1,54,0,2017-02-20 10:03:45,2017-02-20 10:03:45
97,97,1,37,0,2017-02-20 10:03:45,2017-02-20 10:03:45
98,98,1,0,0,2017-02-20 10:03:45,2017-02-20 10:03:45
99,99,1,33,0,2017-02-20 10:03:45,2017-02-20 10:03:45
100,100,1,12,0,2017-02-20 10:03:45,2017-02-20 10:03:45
101,101,1,2,0,2017-02-20 10:03:45,2017-02-20 10:03:45
102,102,1,30,0,2017-02-20 10:03:45,2017-02-20 10:03:45
103,103,1,40,0,2017-02-20 10:03:45,2017-02-20 10:03:45
